#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
WikiPathways	WP179	Cell cycle	4	120	1.74	0.00021	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362649,9606.ENSP00000418915	TP53,ATM,HDAC1,CDKN2A
WikiPathways	WP2263	Androgen receptor network in prostate cancer	4	109	1.78	0.00021	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000363822	MSH2,TP53,ATM,AR
WikiPathways	WP710	DNA damage response (only ATM dependent)	4	109	1.78	0.00021	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	APC,TP53,ATM,CDKN2A
WikiPathways	WP4262	Breast cancer pathway	4	154	1.63	0.00029	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000325120	APC,TP53,ATM,PGR
WikiPathways	WP1971	Integrated cancer pathway	3	44	2.05	0.00036	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616	MSH2,TP53,ATM
WikiPathways	WP5087	Malignant pleural mesothelioma	5	434	1.28	0.00042	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000418915	APC,TP53,NTRK2,ATM,CDKN2A
WikiPathways	WP3959	DNA IR-double strand breaks and cellular response via ATM	3	55	1.95	0.00051	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	TP53,ATM,CDKN2A
WikiPathways	WP45	G1 to S cell cycle control	3	64	1.89	0.00070	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	TP53,ATM,CDKN2A
WikiPathways	WP4216	Chromosomal and microsatellite instability in colorectal cancer 	3	72	1.84	0.00089	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
WikiPathways	WP2261	Glioblastoma signaling pathways	3	82	1.78	0.0011	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	TP53,ATM,CDKN2A
WikiPathways	WP4016	DNA IR-damage and cellular response via ATR	3	81	1.78	0.0011	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616	MSH2,TP53,ATM
WikiPathways	WP1545	miRNAs involved in DNA damage response	2	15	2.34	0.0028	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP4946	DNA repair pathways, full network	3	120	1.61	0.0028	9606.ENSP00000233146,9606.ENSP00000278616,9606.ENSP00000348089	MSH2,ATM,ERCC6
WikiPathways	WP3982	miRNA regulation of p53 pathway in prostate cancer	2	24	2.14	0.0054	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP706	Sudden infant death syndrome (SIDS) susceptibility pathways	3	154	1.5	0.0054	9606.ENSP00000277120,9606.ENSP00000362649,9606.ENSP00000363822	NTRK2,HDAC1,AR
WikiPathways	WP3981	miRNA regulation of prostate cancer signaling pathways	2	31	2.02	0.0082	9606.ENSP00000269305,9606.ENSP00000363822	TP53,AR
WikiPathways	WP170	Nuclear receptors	2	37	1.95	0.0102	9606.ENSP00000325120,9606.ENSP00000363822	PGR,AR
WikiPathways	WP2516	ATM signaling pathway	2	40	1.91	0.0102	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP2828	Bladder cancer	2	39	1.93	0.0102	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP34	Ovarian infertility	2	36	1.96	0.0102	9606.ENSP00000278616,9606.ENSP00000325120	ATM,PGR
WikiPathways	WP4320	Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome	2	37	1.95	0.0102	9606.ENSP00000269305,9606.ENSP00000362649	TP53,HDAC1
WikiPathways	WP4352	Ciliary landscape	3	214	1.36	0.0102	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000362649	MSH2,APC,HDAC1
WikiPathways	WP3286	Copper homeostasis	2	51	1.81	0.0144	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
WikiPathways	WP3611	Photodynamic therapy-induced AP-1 survival signaling	2	50	1.82	0.0144	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP4879	Overlap between signal transduction pathways contributing to LMNA laminopathies	2	55	1.78	0.0160	9606.ENSP00000257430,9606.ENSP00000362649	APC,HDAC1
WikiPathways	WP3998	Prader-Willi and Angelman syndrome	2	62	1.72	0.0194	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP4155	Endometrial cancer	2	63	1.72	0.0194	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
WikiPathways	WP3651	Pathways affected in adenoid cystic carcinoma	2	65	1.7	0.0198	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP1530	miRNA regulation of DNA damage response	2	71	1.67	0.0209	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP3303	RAC1/PAK1/p38/MMP2 pathway	2	68	1.68	0.0209	9606.ENSP00000233146,9606.ENSP00000269305	MSH2,TP53
WikiPathways	WP4255	Non-small cell lung cancer	2	72	1.66	0.0209	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP4674	Head and neck squamous cell carcinoma	2	72	1.66	0.0209	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP4685	Melanoma	2	68	1.68	0.0209	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP707	DNA damage response	2	69	1.68	0.0209	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP254	Apoptosis	2	83	1.6	0.0256	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP138	Androgen receptor signaling pathway	2	90	1.56	0.0267	9606.ENSP00000362649,9606.ENSP00000363822	HDAC1,AR
WikiPathways	WP1772	Apoptosis modulation and signaling	2	89	1.57	0.0267	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP2446	Retinoblastoma gene in cancer	2	87	1.58	0.0267	9606.ENSP00000269305,9606.ENSP00000362649	TP53,HDAC1
WikiPathways	WP4263	Pancreatic adenocarcinoma pathway	2	86	1.58	0.0267	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP5098	T-cell activation SARS-CoV-2	2	88	1.57	0.0267	9606.ENSP00000269305,9606.ENSP00000418915	TP53,CDKN2A
WikiPathways	WP399	Wnt signaling pathway and pluripotency	2	100	1.52	0.0315	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
WikiPathways	WP5322	CKAP4 signaling pathway map	2	114	1.46	0.0396	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
WikiPathways	WP4549	Fragile X syndrome	2	121	1.43	0.0434	9606.ENSP00000277120,9606.ENSP00000418915	NTRK2,CDKN2A
Monarch	HP:0031093	Abnormal breast morphology	7	332	1.54	3.76e-06	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,ATM,ERCC6,AR,CDKN2A
Monarch	HP:0100013	Neoplasm of the breast	5	64	2.11	3.76e-06	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000418915	MSH2,APC,TP53,ATM,CDKN2A
Monarch	HP:0012539	Non-Hodgkin lymphoma	4	29	2.35	9.73e-06	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616	MSH2,APC,TP53,ATM
Monarch	HP:0001480	Freckling	4	38	2.24	2.12e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000348089,9606.ENSP00000418915	MSH2,APC,ERCC6,CDKN2A
Monarch	HP:0100707	Abnormal astrocyte morphology	4	38	2.24	2.12e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000348089	MSH2,APC,TP53,ERCC6
Monarch	HP:0002894	Neoplasm of the pancreas	4	52	2.1	4.96e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418915	MSH2,APC,TP53,CDKN2A
Monarch	HP:0003002	Breast carcinoma	4	54	2.08	5.01e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616	MSH2,APC,TP53,ATM
Monarch	HP:0000812	Abnormal internal genitalia	6	391	1.4	6.65e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,TP53,ATM,ERCC6,AR
Monarch	HP:0006753	Neoplasm of the stomach	4	60	2.04	6.65e-05	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418915	MSH2,APC,TP53,CDKN2A
Monarch	HP:0002664	Neoplasm	7	763	1.18	0.00010	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,ATM,ERCC6,AR,CDKN2A
Monarch	HP:0002888	Ependymoma	3	13	2.58	0.00010	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0012174	Glioblastoma multiforme	3	13	2.58	0.00010	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0002885	Medulloblastoma	3	18	2.44	0.00020	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0006725	Pancreatic adenocarcinoma	3	18	2.44	0.00020	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000418915	MSH2,APC,CDKN2A
Monarch	HP:0009592	Astrocytoma	3	18	2.44	0.00020	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0011024	Abnormality of the gastrointestinal tract	8	1384	0.98	0.00020	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,ERCC6,AR,CDKN2A
Monarch	HP:0011792	Neoplasm by histology	5	275	1.47	0.00026	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000418915	MSH2,APC,TP53,ERCC6,CDKN2A
Monarch	HP:0002859	Rhabdomyosarcoma	3	24	2.31	0.00031	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0010787	Genital neoplasm	4	118	1.75	0.00039	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000363822	MSH2,APC,TP53,AR
Monarch	HP:0011442	Abnormal central motor function	8	1689	0.89	0.00052	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,ERCC6,AR,CDKN2A
Monarch	HP:0030255	Large intestinal polyposis	3	33	2.17	0.00057	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0001909	Leukemia	4	141	1.67	0.00060	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616	MSH2,APC,TP53,ATM
Monarch	HP:0000008	Abnormal morphology of female internal genitalia	5	355	1.36	0.00061	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000363822	MSH2,APC,TP53,ATM,AR
Monarch	HP:0003003	Colon cancer	3	35	2.15	0.00061	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0005978	Type II diabetes mellitus	4	145	1.66	0.00061	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000363822	APC,TP53,ATM,AR
Monarch	HP:0100242	Sarcoma	4	144	1.66	0.00061	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418915	MSH2,APC,TP53,CDKN2A
Monarch	HP:0100743	Neoplasm of the rectum	3	37	2.12	0.00064	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0000022	Abnormal male internal genitalia morphology	3	38	2.11	0.00067	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000363822	APC,TP53,AR
Monarch	HP:0011793	Neoplasm by anatomical site	6	732	1.13	0.00074	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,ATM,AR,CDKN2A
Monarch	HP:0030065	Primitive neuroectodermal tumor	3	41	2.08	0.00078	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0033019	Male reproductive system neoplasm	3	41	2.08	0.00078	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000363822	APC,TP53,AR
Monarch	HP:0000137	Abnormality of the ovary	4	165	1.6	0.00081	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000363822	MSH2,TP53,ATM,AR
Monarch	HP:0000951	Abnormality of the skin	8	1888	0.84	0.00081	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,ERCC6,AR,CDKN2A
Monarch	HP:0008069	Neoplasm of the skin	4	175	1.57	0.00096	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000418915	MSH2,APC,TP53,CDKN2A
Monarch	HP:0001402	Hepatocellular carcinoma	3	47	2.02	0.00099	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0010460	Abnormality of the female genitalia	5	422	1.29	0.00099	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000363822	MSH2,APC,TP53,ATM,AR
Monarch	HP:0001000	Abnormality of skin pigmentation	5	439	1.27	0.0011	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000418915	MSH2,APC,ATM,ERCC6,CDKN2A
Monarch	HP:0001034	Hypermelanotic macule	4	194	1.53	0.0013	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000348089	MSH2,APC,ATM,ERCC6
Monarch	HP:0007565	Multiple cafe-au-lait spots	3	60	1.91	0.0015	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000278616	MSH2,APC,ATM
Monarch	HP:0001824	Weight loss	4	218	1.48	0.0016	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616	MSH2,APC,TP53,ATM
Monarch	HP:0002039	Anorexia	3	63	1.89	0.0016	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616	APC,TP53,ATM
Monarch	HP:0002861	Melanoma	3	61	1.91	0.0016	9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000418915	TP53,ERCC6,CDKN2A
Monarch	HP:0033681	Oligodendroglioma	2	5	2.82	0.0016	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0033682	Pleomorphic xanthoastrocytoma	2	5	2.82	0.0016	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0002910	Elevated hepatic transaminase	4	233	1.45	0.0018	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089	APC,TP53,ATM,ERCC6
Monarch	HP:0006744	Adrenocortical carcinoma	2	6	2.74	0.0018	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0011747	Abnormality of the anterior pituitary	4	233	1.45	0.0018	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,ERCC6,AR
Monarch	HP:0100031	Neoplasm of the thyroid gland	3	69	1.85	0.0018	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0011029	Internal hemorrhage	4	244	1.43	0.0020	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000348089	MSH2,APC,TP53,ERCC6
Monarch	HP:0009732	Plexiform neurofibroma	2	7	2.67	0.0021	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0010785	Gonadal neoplasm	3	76	1.81	0.0023	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000363822	MSH2,TP53,AR
Monarch	HP:0012378	Fatigue	4	258	1.41	0.0024	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616	MSH2,APC,TP53,ATM
Monarch	HP:0000997	Axillary freckling	2	8	2.61	0.0025	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0006771	Duodenal adenocarcinoma	2	8	2.61	0.0025	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0010622	Neoplasm of the skeletal system	3	81	1.78	0.0025	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0011121	Abnormality of skin morphology	7	1648	0.84	0.0025	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,ERCC6,CDKN2A
Monarch	HP:0100605	Neoplasm of the larynx	2	8	2.61	0.0025	9606.ENSP00000233146,9606.ENSP00000269305	MSH2,TP53
Monarch	HP:0030012	Abnormal female reproductive system physiology	4	273	1.38	0.0026	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	TP53,ATM,ERCC6,AR
Monarch	HP:0000818	Abnormality of the endocrine system	6	1070	0.96	0.0027	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,TP53,ATM,ERCC6,AR
Monarch	HP:0002012	Abnormality of the abdominal organs	6	1068	0.96	0.0027	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000418915	MSH2,APC,TP53,ATM,ERCC6,CDKN2A
Monarch	HP:0002715	Abnormality of the immune system	7	1682	0.83	0.0027	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,TP53,ATM,ERCC6,AR,CDKN2A
Monarch	HP:0006572	Subacute progressive viral hepatitis	2	9	2.56	0.0027	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0100762	Hemobilia	2	9	2.56	0.0027	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0030731	Carcinoma	2	10	2.52	0.0030	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0025032	Abnormality of digestive system physiology	7	1763	0.81	0.0032	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,TP53,NTRK2,ATM,ERCC6,AR
Monarch	HP:0410019	Epigastric pain	2	11	2.47	0.0034	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0009726	Renal neoplasm	3	98	1.7	0.0035	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0011138	Abnormality of skin adnexa morphology	6	1165	0.93	0.0037	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822,9606.ENSP00000418915	MSH2,APC,ATM,ERCC6,AR,CDKN2A
Monarch	HP:0012190	T-cell lymphoma	2	13	2.4	0.0043	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0000135	Hypogonadism	4	343	1.28	0.0048	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	TP53,ATM,ERCC6,AR
Monarch	HP:0002639	Budd-Chiari syndrome	2	14	2.37	0.0048	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0012050	Anasarca	2	14	2.37	0.0048	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0012842	Skin appendage neoplasm	2	14	2.37	0.0048	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0004370	Abnormality of temperature regulation	4	350	1.27	0.0050	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089	APC,TP53,ATM,ERCC6
Monarch	HP:0011355	Localized skin lesion	5	738	1.05	0.0051	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000418915	MSH2,APC,ATM,ERCC6,CDKN2A
Monarch	HP:0004325	Decreased body weight	6	1274	0.89	0.0052	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089	MSH2,APC,TP53,NTRK2,ATM,ERCC6
Monarch	HP:0000478	Abnormality of the eye	8	2876	0.66	0.0061	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000398880,9606.ENSP00000418915	MSH2,APC,TP53,NTRK2,ATM,ERCC6,CDK12,CDKN2A
Monarch	HP:0002480	Hepatic encephalopathy	2	17	2.29	0.0061	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0000029	Testicular atrophy	2	18	2.26	0.0065	9606.ENSP00000269305,9606.ENSP00000363822	TP53,AR
Monarch	HP:0005227	Adenomatous colonic polyposis	2	18	2.26	0.0065	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0005550	Chronic lymphatic leukemia	2	18	2.26	0.0065	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0012125	Prostate cancer	2	18	2.26	0.0065	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0100523	Liver abscess	2	18	2.26	0.0065	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0002605	Hepatic necrosis	2	19	2.24	0.0068	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0002087	Abnormality of the upper respiratory tract	4	398	1.22	0.0070	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616	MSH2,APC,TP53,ATM
Monarch	HP:0008232	Elevated circulating follicle stimulating hormone level	2	20	2.22	0.0072	9606.ENSP00000348089,9606.ENSP00000363822	ERCC6,AR
Monarch	HP:0012189	Hodgkin lymphoma	2	20	2.22	0.0072	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0000479	Abnormal retinal morphology	5	836	0.99	0.0077	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000348089,9606.ENSP00000418915	APC,TP53,NTRK2,ERCC6,CDKN2A
Monarch	HP:0001413	Micronodular cirrhosis	2	21	2.19	0.0077	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0012719	Functional abnormality of the gastrointestinal tract	5	840	0.99	0.0077	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000277120,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,NTRK2,ERCC6,AR
Monarch	HP:0010615	Angiofibromas	2	22	2.17	0.0081	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0200063	Colorectal polyposis	2	22	2.17	0.0081	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0001507	Growth abnormality	7	2182	0.72	0.0084	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,TP53,NTRK2,ATM,ERCC6,AR
Monarch	HP:0011458	Abdominal symptom	6	1448	0.83	0.0085	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089	MSH2,APC,TP53,NTRK2,ATM,ERCC6
Monarch	HP:0012288	Neoplasm of head and neck	2	23	2.15	0.0085	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0001600	Abnormality of the larynx	3	154	1.5	0.0086	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0004364	Abnormal circulating nitrogen compound concentration	4	445	1.17	0.0094	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000363822	APC,TP53,ERCC6,AR
Monarch	HP:0012379	Abnormal enzyme/coenzyme activity	4	447	1.17	0.0095	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000348089	APC,TP53,ATM,ERCC6
Monarch	HP:0001257	Spasticity	5	897	0.96	0.0096	9606.ENSP00000233146,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089	MSH2,TP53,NTRK2,ATM,ERCC6
Monarch	HP:0200114	Metabolic alkalosis	2	25	2.12	0.0096	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0010788	Testicular neoplasm	2	26	2.1	0.0102	9606.ENSP00000269305,9606.ENSP00000363822	TP53,AR
Monarch	HP:0010876	Abnormal circulating protein concentration	4	466	1.15	0.0105	9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000363822	APC,TP53,ATM,AR
Monarch	HP:0002893	Pituitary adenoma	2	27	2.08	0.0106	9606.ENSP00000233146,9606.ENSP00000257430	MSH2,APC
Monarch	HP:0011446	Abnormality of higher mental function	7	2301	0.7	0.0106	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305,9606.ENSP00000277120,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,APC,TP53,NTRK2,ATM,ERCC6,AR
Monarch	HP:0012126	Stomach cancer	2	27	2.08	0.0106	9606.ENSP00000257430,9606.ENSP00000269305	APC,TP53
Monarch	HP:0002027	Abdominal pain	3	172	1.46	0.0108	9606.ENSP00000233146,9606.ENSP00000257430,9606.ENSP00000269305	MSH2,APC,TP53
Monarch	HP:0001260	Dysarthria	4	480	1.14	0.0114	9606.ENSP00000233146,9606.ENSP00000278616,9606.ENSP00000348089,9606.ENSP00000363822	MSH2,ATM,ERCC6,AR
