#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0006281	DNA repair	7	497	1.4	3.25e-05	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000491742,9606.ENSP00000498881	TP53,ATM,FANCA,SETD2,BRCA1,BIVM-ERCC5,ERCC5
Monarch	HP:0011004	Abnormal systemic arterial morphology	5	398	1.35	0.00015	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	WT1,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0100526	Neoplasm of the lung	3	43	2.1	0.00020	9606.ENSP00000269305,9606.ENSP00000368370,9606.ENSP00000386759	TP53,WT1,SETD2
Monarch	HP:0001010	Hypopigmentation of the skin	4	174	1.61	0.00021	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0011276	Vascular skin abnormality	5	433	1.32	0.00022	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000498881	ATM,GNAS,BMPR1A,FANCA,ERCC5
Monarch	HP:0100790	Hernia	5	435	1.31	0.00023	9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	BMPR1A,WT1,FANCA,SETD2,BRCA1
Monarch	HP:0000969	Edema	5	448	1.3	0.00025	9606.ENSP00000269305,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000386759,9606.ENSP00000498881	TP53,BMPR1A,WT1,SETD2,ERCC5
Monarch	HP:0025033	Abnormality of digestive system morphology	6	849	1.1	0.00025	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	TP53,GNAS,BMPR1A,FANCA,SETD2,BRCA1
Monarch	HP:0000147	Polycystic ovaries	3	48	2.05	0.00026	9606.ENSP00000278616,9606.ENSP00000382423,9606.ENSP00000386759	ATM,MAP3K1,SETD2
Monarch	HP:0003220	Abnormality of chromosome stability	3	49	2.04	0.00027	9606.ENSP00000278616,9606.ENSP00000373952,9606.ENSP00000418960	ATM,FANCA,BRCA1
Monarch	HP:0012638	Abnormal nervous system physiology	9	3154	0.71	0.00027	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,ATM,GNAS,BMPR1A,WT1,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0011458	Abdominal symptom	7	1448	0.94	0.00028	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000386759,9606.ENSP00000498881	TP53,ATM,GNAS,BMPR1A,WT1,SETD2,ERCC5
Monarch	HP:0002813	Abnormality of limb bone morphology	7	1459	0.93	0.00029	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,GNAS,BMPR1A,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0002894	Neoplasm of the pancreas	3	52	2.01	0.00031	9606.ENSP00000269305,9606.ENSP00000361107,9606.ENSP00000418960	TP53,BMPR1A,BRCA1
Monarch	HP:0011017	Abnormal cellular physiology	5	473	1.28	0.00031	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000498881	TP53,ATM,FANCA,BRCA1,ERCC5
Monarch	HP:0000486	Strabismus	6	903	1.08	0.00032	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	ATM,GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0001367	Abnormal joint morphology	6	905	1.07	0.00032	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0025142	Constitutional symptom	6	906	1.07	0.00032	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000498881	TP53,ATM,GNAS,BMPR1A,WT1,ERCC5
Monarch	HP:0200008	Intestinal polyposis	3	53	2.01	0.00032	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107	TP53,GNAS,BMPR1A
Monarch	HP:0100026	Arteriovenous malformation	3	54	2.0	0.00033	9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000418960	BMPR1A,FANCA,BRCA1
Monarch	EFO:0004632	Nevus count	3	57	1.97	0.00037	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000373952	TP53,ATM,FANCA
Monarch	HP:0000639	Nystagmus	6	936	1.06	0.00037	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	ATM,GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0012547	Abnormal involuntary eye movements	6	943	1.06	0.00038	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	ATM,GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0007565	Multiple cafe-au-lait spots	3	60	1.95	0.00042	9606.ENSP00000278616,9606.ENSP00000373952,9606.ENSP00000418960	ATM,FANCA,BRCA1
Monarch	HP:0002861	Melanoma	3	61	1.94	0.00043	9606.ENSP00000269305,9606.ENSP00000418960,9606.ENSP00000498881	TP53,BRCA1,ERCC5
Monarch	HP:0001732	Abnormality of the pancreas	4	225	1.5	0.00045	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000418960	TP53,GNAS,BMPR1A,BRCA1
Monarch	HP:0002143	Abnormality of the spinal cord	4	225	1.5	0.00045	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	GNAS,FANCA,SETD2,BRCA1
Monarch	HP:0001167	Abnormality of finger	6	980	1.04	0.00046	9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,BMPR1A,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0012531	Pain	5	539	1.22	0.00050	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000498881	TP53,GNAS,BMPR1A,WT1,ERCC5
Monarch	HP:0001945	Fever	4	238	1.48	0.00053	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000368370,9606.ENSP00000498881	TP53,ATM,WT1,ERCC5
Monarch	HP:0011849	Abnormal bone ossification	5	558	1.21	0.00058	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000382423,9606.ENSP00000386759,9606.ENSP00000418960	GNAS,FANCA,MAP3K1,SETD2,BRCA1
Monarch	HP:0001643	Patent ductus arteriosus	4	246	1.46	0.00060	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	WT1,FANCA,SETD2,BRCA1
Monarch	HP:0001595	Abnormal hair morphology	6	1040	1.01	0.00062	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000382423,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	ATM,GNAS,MAP3K1,SETD2,BRCA1,ERCC5
Monarch	HP:0010929	Abnormal blood cation concentration	4	250	1.46	0.00063	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000386759	TP53,GNAS,BMPR1A,SETD2
Monarch	HP:0002823	Abnormality of femur morphology	4	253	1.45	0.00066	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960	TP53,GNAS,FANCA,BRCA1
Monarch	HP:0011821	Abnormal facial skeleton morphology	6	1056	1.01	0.00066	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	ATM,GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0000036	Abnormal penis morphology	5	592	1.18	0.00075	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000382423,9606.ENSP00000386759,9606.ENSP00000418960	WT1,FANCA,MAP3K1,SETD2,BRCA1
Monarch	HP:0001017	Anemic pallor	2	7	2.71	0.00076	9606.ENSP00000361107,9606.ENSP00000373952	BMPR1A,FANCA
Monarch	HP:0100835	Benign neoplasm of the central nervous system	3	78	1.84	0.00080	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107	TP53,GNAS,BMPR1A
Monarch	HP:0025032	Abnormality of digestive system physiology	7	1763	0.85	0.00082	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000386759,9606.ENSP00000498881	TP53,ATM,GNAS,BMPR1A,WT1,SETD2,ERCC5
Monarch	HP:0004328	Abnormal anterior eye segment morphology	6	1106	0.99	0.00084	9606.ENSP00000360141,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,WT1,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0012732	Anorectal anomaly	4	274	1.42	0.00086	9606.ENSP00000269305,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000418960	TP53,BMPR1A,FANCA,BRCA1
Monarch	HP:0010514	Hyperpituitarism	3	82	1.82	0.00088	9606.ENSP00000360141,9606.ENSP00000368370,9606.ENSP00000382423	GNAS,WT1,MAP3K1
Monarch	HP:0000083	Renal insufficiency	4	285	1.4	0.00097	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	WT1,FANCA,SETD2,BRCA1
Monarch	HP:0000047	Hypospadias	4	290	1.39	0.0010	9606.ENSP00000373952,9606.ENSP00000382423,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,MAP3K1,SETD2,BRCA1
Monarch	HP:0000518	Cataract	5	642	1.14	0.0010	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0001679	Abnormal aortic morphology	4	292	1.39	0.0010	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	WT1,FANCA,SETD2,BRCA1
Monarch	HP:0000142	Abnormal vagina morphology	3	90	1.78	0.0011	9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000382423	BMPR1A,WT1,MAP3K1
Monarch	HP:0000149	Ovarian gonadoblastoma	2	9	2.6	0.0011	9606.ENSP00000368370,9606.ENSP00000382423	WT1,MAP3K1
Monarch	HP:0040069	Abnormal lower limb bone morphology	5	648	1.14	0.0011	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000498881	TP53,GNAS,FANCA,BRCA1,ERCC5
Monarch	HP:0000027	Azoospermia	3	93	1.76	0.0012	9606.ENSP00000373952,9606.ENSP00000382423,9606.ENSP00000418960	FANCA,MAP3K1,BRCA1
Monarch	HP:0000481	Abnormal cornea morphology	5	673	1.12	0.0012	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0004363	Abnormal circulating calcium concentration	3	95	1.75	0.0012	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000386759	TP53,GNAS,SETD2
Monarch	HP:0032263	Increased blood pressure	4	303	1.37	0.0012	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370	TP53,GNAS,BMPR1A,WT1
Monarch	HP:0033799	Abnormal circulating sex hormone concentration	3	93	1.76	0.0012	9606.ENSP00000360141,9606.ENSP00000368370,9606.ENSP00000382423	GNAS,WT1,MAP3K1
Monarch	HP:0002863	Myelodysplasia	3	98	1.74	0.0013	9606.ENSP00000269305,9606.ENSP00000373952,9606.ENSP00000418960	TP53,FANCA,BRCA1
Monarch	HP:0002896	Neoplasm of the liver	3	96	1.75	0.0013	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000368370	TP53,GNAS,WT1
Monarch	HP:0008053	Aplasia/Hypoplasia of the iris	3	96	1.75	0.0013	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000418960	WT1,FANCA,BRCA1
Monarch	HP:0011362	Abnormal hair quantity	5	682	1.12	0.0013	9606.ENSP00000360141,9606.ENSP00000382423,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,MAP3K1,SETD2,BRCA1,ERCC5
Monarch	EFO:0007989	Monocyte percentage of leukocytes	4	330	1.34	0.0015	9606.ENSP00000269305,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	TP53,FANCA,SETD2,BRCA1
Monarch	HP:0000820	Abnormality of the thyroid gland	4	327	1.34	0.0015	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000386759	TP53,GNAS,BMPR1A,SETD2
Monarch	HP:0001053	Hypopigmented skin patches	3	102	1.72	0.0015	9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000498881	FANCA,BRCA1,ERCC5
Monarch	HP:0007376	Abnormal choroid plexus morphology	2	12	2.47	0.0016	9606.ENSP00000269305,9606.ENSP00000360141	TP53,GNAS
Monarch	HP:0000238	Hydrocephalus	4	345	1.32	0.0017	9606.ENSP00000269305,9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000498881	TP53,FANCA,BRCA1,ERCC5
Monarch	EFO:0003843	Pain	4	356	1.3	0.0018	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370	TP53,GNAS,BMPR1A,WT1
Monarch	EFO:0004554	Genomic measurement	3	116	1.67	0.0018	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141	TP53,ATM,GNAS
Monarch	HP:0000240	Abnormality of skull size	6	1333	0.91	0.0018	9606.ENSP00000269305,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,BMPR1A,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0000324	Facial asymmetry	3	116	1.67	0.0018	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960	GNAS,FANCA,BRCA1
Monarch	HP:0001155	Abnormality of the hand	6	1312	0.91	0.0018	9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,BMPR1A,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0001631	Atrial septal defect	4	353	1.31	0.0018	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	WT1,FANCA,SETD2,BRCA1
Monarch	HP:0001872	Abnormality of thrombocytes	4	351	1.31	0.0018	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960	TP53,GNAS,FANCA,BRCA1
Monarch	HP:0002251	Aganglionic megacolon	3	113	1.68	0.0018	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	HP:0002683	Abnormal calvaria morphology	5	762	1.07	0.0018	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0004362	Abnormality of enteric ganglion morphology	3	113	1.68	0.0018	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	HP:0010927	Abnormal blood inorganic cation concentration	3	113	1.68	0.0018	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000386759	TP53,GNAS,SETD2
Monarch	HP:0012050	Anasarca	2	14	2.41	0.0018	9606.ENSP00000269305,9606.ENSP00000361107	TP53,BMPR1A
Monarch	HP:0032101	Unusual infection	5	748	1.08	0.0018	9606.ENSP00000278616,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	ATM,BMPR1A,FANCA,SETD2,BRCA1
Monarch	HP:0100568	Neoplasm of the endocrine system	3	114	1.67	0.0018	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107	TP53,GNAS,BMPR1A
Monarch	EFO:0010574	Epithelial cell adhesion molecule measurement	2	15	2.38	0.0020	9606.ENSP00000491742,9606.ENSP00000498881	BIVM-ERCC5,ERCC5
Monarch	HP:0008056	Aplasia/Hypoplasia affecting the eye	4	367	1.29	0.0020	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000498881	WT1,FANCA,BRCA1,ERCC5
Monarch	HP:0011603	Congenital malformation of the great arteries	4	371	1.29	0.0020	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	WT1,FANCA,SETD2,BRCA1
Monarch	HP:0011893	Abnormal leukocyte count	4	367	1.29	0.0020	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960	ATM,GNAS,FANCA,BRCA1
Monarch	HP:0031105	Abnormal uterus morphology	3	119	1.65	0.0020	9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000418960	BMPR1A,FANCA,BRCA1
Monarch	HP:0000502	Abnormal conjunctiva morphology	3	122	1.64	0.0021	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000498881	ATM,GNAS,ERCC5
Monarch	EFO:0004747	Protein measurement	10	5856	0.49	0.0023	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000382423,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000491742,9606.ENSP00000498881	TP53,GNAS,BMPR1A,WT1,FANCA,MAP3K1,SETD2,BRCA1,BIVM-ERCC5,ERCC5
Monarch	HP:0001636	Tetralogy of Fallot	3	128	1.62	0.0024	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000418960	WT1,FANCA,BRCA1
Monarch	HP:0025633	Abnormal ureter morphology	3	129	1.62	0.0024	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	HP:0003254	Abnormality of DNA repair	2	17	2.32	0.0025	9606.ENSP00000373952,9606.ENSP00000498881	FANCA,ERCC5
Monarch	HP:0012041	Decreased fertility in males	3	133	1.61	0.0026	9606.ENSP00000373952,9606.ENSP00000382423,9606.ENSP00000418960	FANCA,MAP3K1,BRCA1
Monarch	HP:0005550	Chronic lymphatic leukemia	2	18	2.3	0.0027	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0009592	Astrocytoma	2	18	2.3	0.0027	9606.ENSP00000269305,9606.ENSP00000386759	TP53,SETD2
Monarch	HP:0011027	Abnormal fallopian tube morphology	2	18	2.3	0.0027	9606.ENSP00000368370,9606.ENSP00000418960	WT1,BRCA1
Monarch	HP:0011772	Abnormal thyroid morphology	3	136	1.6	0.0027	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107	TP53,GNAS,BMPR1A
Monarch	HP:0012210	Abnormal renal morphology	5	837	1.03	0.0027	9606.ENSP00000360141,9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	GNAS,WT1,FANCA,SETD2,BRCA1
Monarch	HP:0001892	Abnormal bleeding	4	411	1.24	0.0028	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000373952	TP53,GNAS,BMPR1A,FANCA
Monarch	HP:0004349	Reduced bone mineral density	4	413	1.24	0.0028	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000382423,9606.ENSP00000418960	GNAS,FANCA,MAP3K1,BRCA1
Monarch	HP:0001217	Clubbing	3	143	1.57	0.0031	9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000418960	BMPR1A,FANCA,BRCA1
Monarch	HP:0012189	Hodgkin lymphoma	2	20	2.25	0.0031	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0100242	Sarcoma	3	144	1.57	0.0031	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107	TP53,GNAS,BMPR1A
Monarch	HP:0100542	Abnormal localization of kidney	3	144	1.57	0.0031	9606.ENSP00000368370,9606.ENSP00000373952,9606.ENSP00000418960	WT1,FANCA,BRCA1
Monarch	HP:0002814	Abnormality of the lower limb	6	1506	0.85	0.0032	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0012759	Neurodevelopmental abnormality	7	2323	0.73	0.0033	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,GNAS,BMPR1A,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0000524	Conjunctival telangiectasia	2	21	2.23	0.0034	9606.ENSP00000278616,9606.ENSP00000498881	ATM,ERCC5
Monarch	HP:0002088	Abnormal lung morphology	5	893	1.0	0.0034	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000361107,9606.ENSP00000368370,9606.ENSP00000386759	TP53,ATM,BMPR1A,WT1,SETD2
Monarch	HP:0002031	Abnormal esophagus morphology	3	153	1.55	0.0036	9606.ENSP00000269305,9606.ENSP00000373952,9606.ENSP00000418960	TP53,FANCA,BRCA1
Monarch	HP:0200063	Colorectal polyposis	2	22	2.21	0.0036	9606.ENSP00000269305,9606.ENSP00000361107	TP53,BMPR1A
Monarch	HP:0000268	Dolichocephaly	3	158	1.53	0.0039	9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	FANCA,SETD2,BRCA1
Monarch	HP:0000290	Abnormality of the forehead	5	926	0.99	0.0039	9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	BMPR1A,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0005522	Pyridoxine-responsive sideroblastic anemia	2	23	2.19	0.0039	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0012373	Abnormal eye physiology	7	2405	0.72	0.0040	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	TP53,ATM,GNAS,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0005561	Abnormality of bone marrow cell morphology	3	161	1.52	0.0041	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000373952	ATM,GNAS,FANCA
Monarch	HP:0001508	Failure to thrive	5	949	0.97	0.0043	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000418960,9606.ENSP00000498881	ATM,GNAS,BMPR1A,BRCA1,ERCC5
Monarch	HP:0001511	Intrauterine growth retardation	4	469	1.18	0.0043	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,FANCA,BRCA1,ERCC5
Monarch	HP:0010293	Aplasia/Hypoplasia of the uvula	2	25	2.16	0.0045	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0010464	Streak ovary	2	25	2.16	0.0045	9606.ENSP00000368370,9606.ENSP00000382423	WT1,MAP3K1
Monarch	HP:0010469	Absent testis	2	25	2.16	0.0045	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0000834	Abnormality of the adrenal glands	3	169	1.5	0.0046	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000382423	TP53,GNAS,MAP3K1
Monarch	HP:0008065	Aplasia/Hypoplasia of the skin	3	170	1.5	0.0046	9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000498881	ATM,GNAS,ERCC5
Monarch	HP:0001007	Hirsutism	3	172	1.49	0.0047	9606.ENSP00000360141,9606.ENSP00000382423,9606.ENSP00000386759	GNAS,MAP3K1,SETD2
Monarch	HP:0002027	Abdominal pain	3	172	1.49	0.0047	9606.ENSP00000269305,9606.ENSP00000361107,9606.ENSP00000368370	TP53,BMPR1A,WT1
Monarch	HP:0010788	Testicular neoplasm	2	26	2.14	0.0047	9606.ENSP00000269305,9606.ENSP00000382423	TP53,MAP3K1
Monarch	HP:0001999	Abnormal facial shape	5	978	0.96	0.0048	9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960	GNAS,BMPR1A,FANCA,SETD2,BRCA1
Monarch	HP:0012649	Increased inflammatory response	5	981	0.96	0.0048	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000386759,9606.ENSP00000498881	TP53,ATM,GNAS,SETD2,ERCC5
Monarch	HP:0001249	Intellectual disability	6	1656	0.81	0.0049	9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000386759,9606.ENSP00000418960,9606.ENSP00000498881	GNAS,BMPR1A,FANCA,SETD2,BRCA1,ERCC5
Monarch	HP:0008069	Neoplasm of the skin	3	175	1.49	0.0049	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000498881	TP53,GNAS,ERCC5
Monarch	HP:0012126	Stomach cancer	2	27	2.12	0.0049	9606.ENSP00000269305,9606.ENSP00000361107	TP53,BMPR1A
Monarch	HP:0000505	Visual impairment	5	995	0.95	0.0051	9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960,9606.ENSP00000498881	TP53,GNAS,FANCA,BRCA1,ERCC5
Monarch	HP:0001903	Anemia	4	498	1.16	0.0051	9606.ENSP00000269305,9606.ENSP00000361107,9606.ENSP00000373952,9606.ENSP00000418960	TP53,BMPR1A,FANCA,BRCA1
Monarch	HP:0000858	Irregular menstruation	2	28	2.11	0.0052	9606.ENSP00000360141,9606.ENSP00000386759	GNAS,SETD2
Monarch	HP:0032180	Abnormal circulating metabolite concentration	5	1010	0.95	0.0054	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000360141,9606.ENSP00000361107,9606.ENSP00000386759	TP53,ATM,GNAS,BMPR1A,SETD2
Monarch	HP:0012539	Non-Hodgkin lymphoma	2	29	2.09	0.0055	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
Monarch	HP:0100867	Duodenal stenosis	2	29	2.09	0.0055	9606.ENSP00000373952,9606.ENSP00000418960	FANCA,BRCA1
Monarch	HP:0009602	Abnormality of thumb phalanx	3	188	1.46	0.0058	9606.ENSP00000360141,9606.ENSP00000373952,9606.ENSP00000418960	GNAS,FANCA,BRCA1
